"Title: Health Insurance Coverage of the Total Population, Multiple Sources of Coverage | KFF"
"Timeframe: 2022"
"Location","Employer Only","Non-group Only","Medicaid and Private Insurance","Medicaid and Medicare","Medicaid Only","Medicare and Private Insurance","Medicare Only","Military","Uninsured","Total",Footnotes
"United States","158018100","20309000","7759300","11485600","49400600","25076500","22139000","4224000","26073700","324486000","1"
"Alabama","2274100","293500","120000","201600","702000","431700","371800","99900","421400","4916000"
"Alaska","325000","34000","27100","18500","113900","50000","29400","26100","74700","698600"
"Arizona","3273400","412400","163600","222500","1106600","577400","584200","105800","743700","7189700"
"Arkansas","1212700","162900","82600","125700","602000","238200","238100","39300","251300","2952900"
"California","17951800","2641000","1003300","1575400","7650100","2211400","2365800","310400","2477900","38187000"
"Colorado","2998800","388600","124600","143200","766200","381200","380100","112900","399600","5695100"
"Connecticut","1842300","182200","80400","147100","557000","252300","247000","17600","180700","3506600"
"Delaware","498300","53700","23700","28600","139600","119100","63000","10200","54600","990700"
"District of Columbia","367800","36500","10600","29200","114200","32700","21600","7400","18600","638600"
"Florida","8743700","2366700","347600","871100","2627500","1812600","2127400","374100","2422900","21693500"
"Georgia","5120900","717200","230900","351800","1361700","683900","692800","210400","1240200","10609800"
"Hawaii","679100","72000","37400","41800","189900","156800","75700","67000","49700","1369500"
"Idaho","896300","138200","62700","61200","261300","154600","130600","26400","154000","1885200"
"Illinois","6526500","636300","229500","371200","1874700","955700","816600","70600","815100","12296100"
"Indiana","3460700","316900","151400","206800","1001400","521300","475300","53400","452000","6639400"
"Iowa","1656500","163000","107800","102600","429300","292000","202100","21600","126000","3101000"
"Kansas","1517600","186700","56900","76600","270300","242300","184700","57000","246300","2838500"
"Kentucky","2004400","163000","122800","180200","933600","372100","312100","51200","237700","4377200"
"Louisiana","1805300","216700","146600","213700","1082900","307600","314500","61200","303000","4451600"
"Maine","632700","83800","31200","68300","165400","137100","116100","25300","88100","1348100"
"Maryland","3240200","323700","136400","197400","856500","533400","272800","91800","358900","6011200"
"Massachusetts","3673400","375100","200500","306400","1085800","555900","369800","27400","163600","6757900"
"Michigan","4935000","506800","303800","367000","1615900","1025200","563500","54000","453200","9824500"
"Minnesota","3125000","299500","144000","122800","758100","577200","286400","45100","242300","5600400"
"Mississippi","1201200","179000","68800","157000","455000","207700","204900","49400","305900","2828900"
"Missouri","3098400","355300","111700","175700","671800","485000","511500","80200","500400","5990000"
"Montana","475000","84400","23200","34800","174400","104200","88100","20600","88800","1093400"
"Nebraska","1031200","141300","42200","51000","207000","148400","128400","34800","129300","1913700"
"Nevada","1456200","166800","73000","97800","475500","200400","248400","59600","347700","3125400"
"New Hampshire","758900","88600","17800","34400","129300","144000","108800","15200","61400","1358400"
"New Jersey","4963900","511400","172100","284500","1219500","697300","579000","40400","623300","9091400"
"New Mexico","741600","85900","62800","104300","521200","159200","165800","45000","171800","2057700"
"New York","9045200","1067800","603000","980000","3883700","1457900","1119700","74500","930000","19161800"
"North Carolina","4811900","762000","214000","341100","1366500","868600","752900","249500","973700","10340200"
"North Dakota","421100","57800","13200","13500","63000","71800","38000","16500","49200","744000"
"Ohio","5891400","509700","276100","357800","1802500","985200","878300","87300","667400","11455600"
"Oklahoma","1678300","221400","95300","104900","649800","311600","280200","77000","463300","3881900"
"Oregon","1990500","242400","141000","156600","669700","361100","317400","29100","251600","4159500"
"Pennsylvania","6392700","627800","412400","494800","1784700","1208600","874300","76300","672800","12544400"
"Rhode Island","538100","68000","27800","46300","156400","84300","77300","7300","43300","1048800"
"South Carolina","2303500","346900","117700","188300","693400","493100","395900","116700","461800","5117400"
"South Dakota","452000","66600","14100","24400","78400","73800","68600","25800","69700","873400"
"Tennessee","3311000","452200","159700","229800","917300","524300","511300","122100","648200","6875900"
"Texas","13854500","1963800","511000","772600","3635700","1503800","1746300","466500","4868100","29322500"
"Utah","1994400","325100","64200","57300","231200","179700","164700","37300","267700","3321500"
"Vermont","299800","35500","13300","25000","102200","71700","46600","5800","24500","624300"
"Virginia","4417500","394100","160700","191300","1038300","736100","519700","328400","546900","8332800"
"Washington","3978100","399600","213600","238300","1119200","598600","471700","128200","455000","7602300"
"West Virginia","741000","50100","47900","85300","351600","187900","136100","18200","100800","1718800"
"Wisconsin","3125400","293400","149600","192300","695300","538500","418600","34500","310100","5757500"
"Wyoming","283700","42400","7500","15600","42100","51800","45000","11500","65700","565300"
"Puerto Rico","725100","287500","39800","349400","1099600","139100","371200","16500","162200","3190400"

"Notes"
"The American Community Survey did not release the 1-year estimates for 2020 due to significant disruptions to the data collection because of the coronavirus pandemic. 
"
""
"The majority of our health coverage topics are based on analysis of the Census Bureau’s American Community Survey (ACS) by KFF. ACS includes a 1% sample of the US population and allows for precise state-level estimates. "
""
"The ACS asks respondents about their health insurance coverage at the time of the survey. Respondents may report having more than one type of coverage; however, individuals are sorted into only one category of insurance coverage. See definitions for more detail on coverage type."
""
