"Title: Health Insurance Coverage of the Total Population, Multiple Sources of Coverage | KFF"
"Timeframe: 2018"
"Location","Employer Only","Non-group Only","Medicaid and Private Insurance","Medicaid and Medicare","Medicaid Only","Medicare and Private Insurance","Medicare Only","Military","Uninsured","Total",Footnotes
"United States","157299500","19611400","6142700","10847800","47934000","25312400","18524900","4561000","28264700","318498500","1"
"Alabama","2232000","257400","83600","196400","648300","446400","308500","96600","483400","4752600"
"Alaska","341300","26000","21600","20300","109300","40900","25900","38500","85400","709100"
"Arizona","3114300","381600","143700","229400","1195200","585400","506800","104500","743500","7004300"
"Arkansas","1223300","162400","64300","135600","596600","244500","211400","41200","242000","2921300"
"California","18346700","2802100","791100","1510000","7893200","2194000","2046200","388400","2774100","38745900"
"Colorado","2895000","398500","98500","136500","792200","393200","299100","117000","425200","5555200"
"Connecticut","1868600","188600","60900","119000","535400","282400","200900","25600","185100","3466300"
"Delaware","468100","44100","22900","30200","147400","103700","55900","11400","54000","937700"
"District of Columbia","353600","47200","13600","29900","141300","36500","19100","5400","21200","667900"
"Florida","8339600","2011400","312300","887400","2559900","1786500","1837900","366900","2741500","20843500"
"Georgia","4959400","581700","169300","342600","1269600","681800","565000","236600","1406800","10212800"
"Hawaii","739700","62200","23700","38300","174500","140700","58200","65200","52200","1354800"
"Idaho","809800","149300","31600","58400","194600","156600","94400","33200","191700","1719600"
"Illinois","6744300","699900","172600","324100","1864800","985100","692300","77500","877700","12438400"
"Indiana","3493600","302900","122500","176100","844700","546400","398000","53600","549200","6487100"
"Iowa","1661500","167700","85500","92800","414400","308000","149500","26300","151100","3056800"
"Kansas","1538700","173400","51300","75200","269900","242600","154000","64100","245500","2814700"
"Kentucky","2026800","182000","91700","178800","873000","388500","273800","65000","240800","4320300"
"Louisiana","1918200","241100","116900","180900","1025700","309400","298400","70000","358700","4519300"
"Maine","629600","83000","32200","73300","134000","135200","88600","21400","102000","1299500"
"Maryland","3266600","314200","112300","173500","800500","506500","236300","110600","350200","5870800"
"Massachusetts","3680100","375200","176600","286100","1083700","561000","281200","34700","181200","6659900"
"Michigan","4978500","505700","238300","361900","1591400","1070500","440400","57000","526500","9770000"
"Minnesota","3150400","304300","119400","122200","742200","552100","221300","38300","238700","5489000"
"Mississippi","1249500","149100","49600","143500","480900","213100","193800","47000","352800","2879400"
"Missouri","3101200","345700","90900","178500","618500","515500","438900","88700","556600","5934500"
"Montana","455000","74900","22600","33800","162500","110300","70200","20800","83900","1034000"
"Nebraska","1031800","135500","30100","47000","171600","156400","104900","33600","158100","1868900"
"Nevada","1441400","162400","63600","88000","423000","197000","211100","58200","338700","2983400"
"New Hampshire","753000","65300","17000","32500","135400","137000","87400","14400","68200","1310300"
"New Jersey","4936900","484100","133100","254300","1069500","692600","471900","38500","647600","8728300"
"New Mexico","748100","87500","59300","95800","518200","161000","145300","39100","190900","2045300"
"New York","9388700","1127200","528500","870900","3604000","1441400","965100","84100","1006900","19016900"
"North Carolina","4712500","652300","161500","335300","1331000","874200","617300","270300","1090100","10044400"
"North Dakota","415700","60800","14200","18300","51800","67600","29400","16500","56300","730600"
"Ohio","5890600","519700","198500","332300","1823200","1013800","739900","102500","735400","11355900"
"Oklahoma","1756000","223000","72000","104800","496600","329600","231100","81800","521400","3816100"
"Oregon","1955300","268600","96900","136900","673200","383900","258000","42200","295900","4110800"
"Pennsylvania","6478900","670700","319200","423400","1756100","1285600","684600","77300","692400","12388100"
"Rhode Island","527600","54700","23400","48100","166400","83100","61300","8600","40900","1014000"
"South Carolina","2231700","299800","99800","174100","686800","474800","332200","113500","517100","4929800"
"South Dakota","439200","70100","13600","22000","77600","71400","54900","20600","79400","848700"
"Tennessee","3070000","379700","152600","236600","970700","537700","437200","131700","670300","6586400"
"Texas","13234000","1683300","357600","757900","3608900","1478400","1456600","489700","4957500","28024000"
"Utah","1879400","282600","53900","52300","207400","187900","122500","40700","279300","3105900"
"Vermont","295100","38000","12200","25300","101900","56000","42800","4900","24500","600600"
"Virginia","4440600","511600","88000","176400","706500","757400","428200","362800","710500","8182100"
"Washington","3802400","406600","160600","211200","1166700","612000","379600","147300","481700","7368000"
"West Virginia","773100","55400","43600","78900","340900","196300","133200","22600","108200","1752300"
"Wisconsin","3202300","302300","117200","177100","646200","531300","329700","43200","313600","5662800"
"Wyoming","309900","38900","7000","13300","36800","49500","34600","11100","59200","560300"
"Puerto Rico","743000","254100","39400","356400","1121400","140200","288100","18800","203100","3164400"

"Notes"
"The American Community Survey did not release the 1-year estimates for 2020 due to significant disruptions to the data collection because of the coronavirus pandemic. "
""
"The majority of our health coverage topics are based on analysis of the Census Bureau’s American Community Survey (ACS) by KFF. ACS includes a 1% sample of the US population and allows for precise state-level estimates. "
""
"The ACS asks respondents about their health insurance coverage at the time of the survey. Respondents may report having more than one type of coverage; however, individuals are sorted into only one category of insurance coverage. See definitions for more detail on coverage type."
""
